name,country,sports,age,gender,philosophy,ambition,hero,philosophy_lemma,ambition_lemma,hero_list
HOLLANDER Megan,Netherlands, Badminton,23,Female,"You are the best version of yourself, so make the best out of it.",To compete at the 2020 Paralympic Games in Tokyo.,Spanish badminton player Carolina Marin.,"['-PRON-', 'be', 'the', 'good', 'version', 'of', '-PRON-', ',', 'so', 'make', 'the', 'good', 'out', 'of', '-PRON-', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Spanish badminton player Carolina Marin']
HOLLERMANN Rose,United States of America, Wheelchair Basketball,25,Female,You should love the game first and last. At the end of the day every athlete is playing this game because they fell in love with it. Regardless of where I'm playing or at what level I always try to remember why I love this sport so much.,To compete at the 2020 Paralympic Games in Tokyo.,US wheelchair basketball player Ben Kenyon.,"['-PRON-', 'should', 'love', 'the', 'game', 'first', 'and', 'last', '.', 'at', 'the', 'end', 'of', 'the', 'day', 'every', 'athlete', 'be', 'play', 'this', 'game', 'because', '-PRON-', 'fall', 'in', 'love', 'with', '-PRON-', '.', 'regardless', 'of', 'where', '-PRON-', 'be', 'play', 'or', 'at', 'what', 'level', '-PRON-', 'always', 'try', 'to', 'remember', 'why', '-PRON-', 'love', 'this', 'sport', 'so', 'much', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['US wheelchair basketball player Ben Kenyon']
HOLLOWAY Kathryn,United States of America, Sitting Volleyball,35,Female,"Each morning when I open my eyes I say to myself, 'I, not events, have the power to make me happy today. I can choose which it shall be. I have just one day, today, and I'm going to be happy in it.' [Groucho Marx]",To win gold at the 2020 Paralympic Games in Tokyo.,none,"['each', 'morning', 'when', '-PRON-', 'open', '-PRON-', 'eye', '-PRON-', 'say', 'to', '-PRON-', ',', ""'"", '-PRON-', ',', 'not', 'event', ',', 'have', 'the', 'power', 'to', 'make', '-PRON-', 'happy', 'today', '.', '-PRON-', 'can', 'choose', 'which', '-PRON-', 'shall', 'be', '.', '-PRON-', 'have', 'just', 'one', 'day', ',', 'today', ',', 'and', '-PRON-', 'be', 'go', 'to', 'be', 'happy', 'in', '-PRON-', '.', ""'"", '[', 'Groucho', 'Marx', ']']","['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
HOLT Isis,Australia, Athletics,20,Female,"If you are persistent, you will get it. If you are consistent, you will keep it.",To compete at the 2020 Paralympic Games in Tokyo.,Jamaican sprinter Usain Bolt.,"['if', '-PRON-', 'be', 'persistent', ',', '-PRON-', 'will', 'get', '-PRON-', '.', 'if', '-PRON-', 'be', 'consistent', ',', '-PRON-', 'will', 'keep', '-PRON-', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Jamaican sprinter Usain Bolt']
HOMHUAL Jakarin,Thailand, Badminton,32,Male,none,none,Thai Para athlete Prawat Wahoram.,['none'],['none'],['Thai Para athlete Prawat Wahoram']
HOMJANTHUEK Praphaporn,Thailand, Archery,35,Female,none,none,none,['none'],['none'],['none']
HONTAR Anna,Ukraine, Swimming,17,Female,none,To compete at the 2020 Paralympic Games in Tokyo.,US swimmer Michael Phelps.,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['US swimmer Michael Phelps']
HOOKER VELASQUEZ Dixon de Jesus,Colombia, Athletics,27,Male,"Being an elite athlete, rather than being difficult, is a decision. It's my job and that's why I always get up loving what I do and wanting to be the best.",To compete at the 2020 Paralympic Games in Tokyo.,US sprinter Michael Johnson.,"['be', 'an', 'elite', 'athlete', ',', 'rather', 'than', 'be', 'difficult', ',', 'be', 'a', 'decision', '.', '-PRON-', 'be', '-PRON-', 'job', 'and', 'that', 'be', 'why', '-PRON-', 'always', 'get', 'up', 'love', 'what', '-PRON-', 'do', 'and', 'want', 'to', 'be', 'the', 'good', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['US sprinter Michael Johnson']
HOOPER Bayleigh,Canada, Rowing,22,Female,"Para athletes and able-bodied athletes are on the exact same level. They're both competing against the best of the best, and I want to defy the odds and bring out that message. Just because we have a quote-on-quote disability, does not mean that we are any less, or that we don't work just as hard.",To record a time of less than seven minutes in the mixed PR3 coxed four at the 2020 Paralympic Games in Tokyo.,none,"['Para', 'athlete', 'and', 'able', '-', 'bodied', 'athlete', 'be', 'on', 'the', 'exact', 'same', 'level', '.', '-PRON-', 'be', 'both', 'compete', 'against', 'the', 'good', 'of', 'the', 'good', ',', 'and', '-PRON-', 'want', 'to', 'defy', 'the', 'odd', 'and', 'bring', 'out', 'that', 'message', '.', 'just', 'because', '-PRON-', 'have', 'a', 'quote', '-', 'on', '-', 'quote', 'disability', ',', 'do', 'not', 'mean', 'that', '-PRON-', 'be', 'any', 'less', ',', 'or', 'that', '-PRON-', 'do', 'not', 'work', 'just', 'as', 'hard', '.']","['to', 'record', 'a', 'time', 'of', 'less', 'than', 'seven', 'minute', 'in', 'the', 'mixed', 'PR3', 'cox', 'four', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
HORDIES Maxime,Belgium, Cycling Road,25,Male,"Never give up, and always believe in your dreams.",To win a medal at the 2020 Paralympic Games in Tokyo.,none,"['never', 'give', 'up', ',', 'and', 'always', 'believe', 'in', '-PRON-', 'dream', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
HORIKOSHI Tadashi,Japan, Athletics,33,Male,Never give up.,To win a medal at the 2020 Paralympic Games in Tokyo.,none,"['never', 'give', 'up', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
HORRIE Erik,Australia, Rowing,41,Male,"Believe in the process, the results will come. [Cillian Moffat]",To win a gold medal at the 2020 Paralympic Games in Tokyo.,US boxer Muhammad Ali.,"['believe', 'in', 'the', 'process', ',', 'the', 'result', 'will', 'come', '.', '[', 'Cillian', 'Moffat', ']']","['to', 'win', 'a', 'gold', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['US boxer Muhammad Ali']
HORSBURGH Meica Jayne,Australia, Goalball,32,Female,"Why try so hard to fit in, when you were born to stand out.",To win a medal at the 2020 Paralympic Games in Tokyo.,US goalball player Asya Miller.,"['why', 'try', 'so', 'hard', 'to', 'fit', 'in', ',', 'when', '-PRON-', 'be', 'bear', 'to', 'stand', 'out', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['US goalball player Asya Miller']
HOSE Josh,Australia, Wheelchair Rugby,34,Male,none,To win gold at the 2020 Paralympic Games in Tokyo.,"US basketballer Kobe Bryant, British adventurer Bear Grylls.",['none'],"['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']","['US basketballer Kobe Bryant', 'British adventurer Bear Grylls']"
HOSMAR Frank,Netherlands, Equestrian,53,Male,Alone we can do so little. Together we can do so much.,To win a gold medal at the 2020 Paralympic Games in Tokyo.,none,"['alone', '-PRON-', 'can', 'do', 'so', 'little', '.', 'together', '-PRON-', 'can', 'do', 'so', 'much', '.']","['to', 'win', 'a', 'gold', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
HOSSEINI JED Seyed Mohammad Hossein,Islamic Republic of Iran, Sitting Volleyball,34,Male,none,none,Iranian freestyle wrestler Emam-Ali Habibi.,['none'],['none'],['Iranian freestyle wrestler Emam-Ali Habibi']
HOUDET Stephane,France, Wheelchair Tennis,50,Male,One who wants to do something will find a way; one who doesn't will find an excuse. [Chinese proverb],none,none,"['one', 'who', 'want', 'to', 'do', 'something', 'will', 'find', 'a', 'way', ';', 'one', 'who', 'do', 'not', 'will', 'find', 'an', 'excuse', '.', '[', 'chinese', 'proverb', ']']",['none'],['none']
HOUNDALOWAN Marina Charlotte,Benin, Athletics,37,Female,none,none,none,['none'],['none'],['none']
HOUSTON Eva,United States of America, Athletics,20,Female,I love the idea of maybe a younger athlete or just somebody who hasn't tried wheelchair sports before to see that this is possible. I often say that sports changed my life.,none,none,"['-PRON-', 'love', 'the', 'idea', 'of', 'maybe', 'a', 'young', 'athlete', 'or', 'just', 'somebody', 'who', 'have', 'not', 'try', 'wheelchair', 'sport', 'before', 'to', 'see', 'that', 'this', 'be', 'possible', '.', '-PRON-', 'often', 'say', 'that', 'sport', 'change', '-PRON-', 'life', '.']",['none'],['none']
HOWARTH Nikita,New Zealand, Swimming,22,Female,none,To compete at the 2020 Paralympic Games in Tokyo.,New Zealander Para swimmer and wheelchair rugby player Cameron Leslie.,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['New Zealander Para swimmer and wheelchair rugby player Cameron Leslie']
HOWE Jake,Australia, Wheelchair Rugby,30,Male,Keep on keeping on.,To compete in at least three editions of the Paralympic Games.,US musician Dimebag Darrell.,"['keep', 'on', 'keep', 'on', '.']","['to', 'compete', 'in', 'at', 'least', 'three', 'edition', 'of', 'the', 'Paralympic', 'Games', '.']",['US musician Dimebag Darrell']
HREHOROWICZ Igor,Poland, Swimming,18,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
HRYB Uladzislau,Belarus, Athletics,24,Male,none,To win a gold medal at the Paralympic Games.,none,['none'],"['to', 'win', 'a', 'gold', 'medal', 'at', 'the', 'Paralympic', 'Games', '.']",['none']
HU Dandan,People's Republic of China, Powerlifting,32,Female,"No pain, no gain.",To open a business dealing in maternity products after she retires from her sporting career.,Chinese Para powerlifter Tan Yujiao.,"['no', 'pain', ',', 'no', 'gain', '.']","['to', 'open', 'a', 'business', 'deal', 'in', 'maternity', 'product', 'after', '-PRON-', 'retire', 'from', '-PRON-', 'sporting', 'career', '.']",['Chinese Para powerlifter Tan Yujiao']
HU Daoliang,People's Republic of China, Wheelchair Fencing,41,Male,I want to be the Chinese Zorro on wheelchair.,none,none,"['-PRON-', 'want', 'to', 'be', 'the', 'chinese', 'Zorro', 'on', 'wheelchair', '.']",['none'],['none']
HU Huizi,People's Republic of China, Sitting Volleyball,20,Female,none,To win gold at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
HU Mingyao,People's Republic of China, Goalball,26,Male,none,none,none,['none'],['none'],['none']
HU Peng,People's Republic of China, Powerlifting,32,Male,Broken in body but firm in spirit.,none,US basketball player Kobe Bryant.,"['break', 'in', 'body', 'but', 'firm', 'in', 'spirit', '.']",['none'],['US basketball player Kobe Bryant']
HU Yang,People's Republic of China, Athletics,24,Male,none,none,Jamaican sprinter Usain Bolt.,['none'],['none'],['Jamaican sprinter Usain Bolt']
HUA Dongdong,People's Republic of China, Swimming,22,Male,none,To win gold at the Paralympic Games.,Chinese Para swimmer Yang Bozun.,['none'],"['to', 'win', 'gold', 'at', 'the', 'Paralympic', 'Games', '.']",['Chinese Para swimmer Yang Bozun']
HUADPRADIT Witsanu,Thailand, Boccia,37,Male,none,none,none,['none'],['none'],['none']
HUANG Huimin,People's Republic of China, Wheelchair Tennis,31,Female,none,To win gold at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
HUANG Jinlian,People's Republic of China, Wheelchair Tennis,33,Female,none,none,none,['none'],['none'],['none']
HUANG Wenjuan,People's Republic of China, Table Tennis,16,Female,none,To compete at the 2020 Paralympic Games in Tokyo.,Chinese Para table tennis player Mao Jingdian.,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Chinese Para table tennis player Mao Jingdian']
HUANG Xiaolian,People's Republic of China, Wheelchair Basketball,30,Female,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
HUANG Xing,People's Republic of China, Shooting,35,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
HUANG Yezi,People's Republic of China, Athletics,19,Female,none,none,Chinese javelin thrower Lyu Huihui.,['none'],['none'],['Chinese javelin thrower Lyu Huihui']
HUBER Christopher,Germany, Wheelchair Basketball,25,Male,Winners never quit and quitters never win.,none,none,"['winner', 'never', 'quit', 'and', 'quitter', 'never', 'win', '.']",['none'],['none']
HUERTA POZA Luis,Spain, Swimming,20,Male,Great achievements require time and patience.,To compete at the 2020 Paralympic Games in Tokyo.,none,"['great', 'achievement', 'require', 'time', 'and', 'patience', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
HUG Marcel,Switzerland, Athletics,35,Male,I want to be respected as an athlete and not admired as a person with an impairment.,To win a gold medal at the 2020 Paralympic Games in Tokyo.,"South African politician Nelson Mandela, Swiss tennis player Roger Federer, Swiss Para athlete Franz Nietlispach.","['-PRON-', 'want', 'to', 'be', 'respect', 'as', 'an', 'athlete', 'and', 'not', 'admire', 'as', 'a', 'person', 'with', 'an', 'impairment', '.']","['to', 'win', 'a', 'gold', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']","['South African politician Nelson Mandela', 'Swiss tennis player Roger Federer', 'Swiss Para athlete Franz Nietlispach']"
HUI Ka Chun,"Hong Kong, China", Swimming,20,Male,none,none,Hong Kong Para swimmer Tang Wai Lok.,['none'],['none'],['Hong Kong Para swimmer Tang Wai Lok']
HUKING Marybai,United States of America, Goalball,24,Female,"If it does not challenge you, it will not change you.",none,Coach Tony Jepson.,"['if', '-PRON-', 'do', 'not', 'challenge', '-PRON-', ',', '-PRON-', 'will', 'not', 'change', '-PRON-', '.']",['none'],['Coach Tony Jepson']
HUM Nicholas,Australia, Athletics,28,Male,"Love what you do, do what you love.",To win a gold medal at the 2020 Paralympic Games in Tokyo.,"US sprinter Michael Johnson, Jamaican sprinter Usain Bolt.","['love', 'what', '-PRON-', 'do', ',', 'do', 'what', '-PRON-', 'love', '.']","['to', 'win', 'a', 'gold', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']","['US sprinter Michael Johnson', 'Jamaican sprinter Usain Bolt']"
HUNTER Darlene,United States of America, Wheelchair Basketball,39,Female,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
HUNTER SPIVEY Jack,Great Britain, Table Tennis,26,Male,none,To win a medal at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
HURTADO Katty,Colombia, Athletics,31,Female,"If talent does not have an age, discipline even less.",To win a Paralympic medal.,none,"['if', 'talent', 'do', 'not', 'have', 'an', 'age', ',', 'discipline', 'even', 'less', '.']","['to', 'win', 'a', 'Paralympic', 'medal', '.']",['none']
HUSEYNOV Elshan,Azerbaijan, Powerlifting,43,Male,none,To win a medal at the 2020 Paralympic Games in Tokyo.,Actor and politician Arnold Schwarzenegger.,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Actor and politician Arnold Schwarzenegger']
HUSEYNOVA Khanim,Azerbaijan, Judo,28,Female,none,none,none,['none'],['none'],['none']
HUSIEVA Iryna,Ukraine, Judo,34,Female,none,none,Ukrainian footballer Dmytro Klyots.,['none'],['none'],['Ukrainian footballer Dmytro Klyots']
HWANG Woosung,Republic of Korea, Wheelchair Basketball,38,Male,none,none,none,['none'],['none'],['none']
HYNDMAN Alex,Canada, Cycling Road,30,Male,"A lot of people get upset when one door closes. They think that's it, that's all, but they don't realise how many more doors actually open from that one closing door.",To compete at the 2020 Paralympic Games in Tokyo.,none,"['a', 'lot', 'of', 'people', 'get', 'upset', 'when', 'one', 'door', 'close', '.', '-PRON-', 'think', 'that', 'be', '-PRON-', ',', 'that', 'be', 'all', ',', 'but', '-PRON-', 'do', 'not', 'realise', 'how', 'many', 'more', 'door', 'actually', 'open', 'from', 'that', 'one', 'closing', 'door', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
IAFA Djibrilo,Portugal, Judo,29,Male,none,none,none,['none'],['none'],['none']
IANNOTTA Gianfranco,United States of America, Athletics,27,Male,"Passion is a driving force in all things and athletics is no exception. Without passion you won't excel, but with it the possibilities are endless.",none,none,"['passion', 'be', 'a', 'drive', 'force', 'in', 'all', 'thing', 'and', 'athletic', 'be', 'no', 'exception', '.', 'without', 'passion', '-PRON-', 'will', 'not', 'excel', ',', 'but', 'with', '-PRON-', 'the', 'possibility', 'be', 'endless', '.']",['none'],['none']
IANOVSKAIA Iuliia,Azerbaijan, Athletics,22,Female,none,none,none,['none'],['none'],['none']
IAREMCHUK Aleksandr,RPC, Athletics,26,Male,"You need to be confident in yourself, otherwise nothing will work out. You should know that you are doing everything right and trust your coach.",To win a gold medal at the Paralympic Games.,Portuguese footballer Cristiano Ronaldo.,"['-PRON-', 'need', 'to', 'be', 'confident', 'in', '-PRON-', ',', 'otherwise', 'nothing', 'will', 'work', 'out', '.', '-PRON-', 'should', 'know', 'that', '-PRON-', 'be', 'do', 'everything', 'right', 'and', 'trust', '-PRON-', 'coach', '.']","['to', 'win', 'a', 'gold', 'medal', 'at', 'the', 'Paralympic', 'Games', '.']",['Portuguese footballer Cristiano Ronaldo']
IBANEZ Alejandra,United States of America, Wheelchair Basketball,21,Female,Never settle for less than you can give.,To compete at the 2020 Paralympic Games in Tokyo. She also inspires to graduate with a master's degree in graphic design.,US comedian and actor Robin Williams.,"['never', 'settle', 'for', 'less', 'than', '-PRON-', 'can', 'give', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.', '-PRON-', 'also', 'inspire', 'to', 'graduate', 'with', 'a', 'master', ""'s"", 'degree', 'in', 'graphic', 'design', '.']",['US comedian and actor Robin Williams']
IBANEZ Aldana Isabel,Argentina, Athletics,23,Female,See that we are all equal and that we can improve ourselves.,To win a medal at the Paralympic Games.,Argentinian footballer Diego Maradona.,"['see', 'that', '-PRON-', 'be', 'all', 'equal', 'and', 'that', '-PRON-', 'can', 'improve', '-PRON-', '.']","['to', 'win', 'a', 'medal', 'at', 'the', 'Paralympic', 'Games', '.']",['Argentinian footballer Diego Maradona']
IBANEZ BANON Sergio,Spain, Judo,22,Male,none,To win a medal at the 2020 Paralympic Games in Tokyo.,"Ukrainian judoka Georgii Zantaraia, Japanese judoka Masashi Ebinuma.",['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']","['Ukrainian judoka Georgii Zantaraia', 'Japanese judoka Masashi Ebinuma']"
IBARBURE Mauricio,Argentina, Boccia,40,Male,none,To win a medal at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
IBRAGIMOV Server,Uzbekistan, Shooting,42,Male,none,none,none,['none'],['none'],['none']
IBRAHIM Fathimath,Maldives, Athletics,30,Female,Everything is possible.,none,Her mother.,"['everything', 'be', 'possible', '.']",['none'],['Her mother']
IBRAHIM Olaitan,Nigeria, Powerlifting,35,Female,none,none,none,['none'],['none'],['none']
ICHIKAWA Tomomi,Japan, Rowing,41,Female,none,To record a time under 11:30.00 at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'record', 'a', 'time', 'under', '11:30.00', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
IGLESIAS FORNEIRO Adiaratou,Spain, Athletics,22,Female,none,To win a medal at the 2020 Paralympic Games in Tokyo.,Spanish tennis player Rafael Nadal.,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Spanish tennis player Rafael Nadal']
IIKURA Yoshihiro,Japan, Sitting Volleyball,46,Male,none,none,none,['none'],['none'],['none']
IJDEMA Margret,Netherlands, Triathlon,45,Female,none,"To win a gold medal at the 2020 Paralympic Games in Tokyo, and to compete at the 2024 Paralympic Games in Paris.",none,['none'],"['to', 'win', 'a', 'gold', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', ',', 'and', 'to', 'compete', 'at', 'the', '2024', 'Paralympic', 'Games', 'in', 'Paris', '.']",['none']
IJOMAH Kingsley,Nigeria, Rowing,38,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
IKE Yukinobu,Japan, Wheelchair Rugby,41,Male,"For me, a tough time is like a phase of growth.",To win gold at the 2020 Paralympic Games in Tokyo.,none,"['for', '-PRON-', ',', 'a', 'tough', 'time', 'be', 'like', 'a', 'phase', 'of', 'growth', '.']","['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
IKEZAKI Daisuke,Japan, Wheelchair Rugby,43,Male,none,To win gold at the 2020 Paralympic Games in Tokyo.,Australian wheelchair rugby player Ryley Batt.,['none'],"['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Australian wheelchair rugby player Ryley Batt']
IKOMA Tomoki,Japan, Athletics,29,Male,With one's whole heart.,To win a medal in the 100m at the 2020 Paralympic Games in Tokyo.,Finnish wheelchair racer Leo-Pekka Tahti.,"['with', 'one', ""'s"", 'whole', 'heart', '.']","['to', 'win', 'a', 'medal', 'in', 'the', '100', 'm', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Finnish wheelchair racer Leo-Pekka Tahti']
ILCHYNA Orysia,Ukraine, Athletics,31,Female,"Sport motivates, and gives you confidence and sense in life. It is your lifestyle.",none,Soviet discus thrower Faina Melnyk.,"['sport', 'motivate', ',', 'and', 'give', '-PRON-', 'confidence', 'and', 'sense', 'in', 'life', '.', '-PRON-', 'be', '-PRON-', 'lifestyle', '.']",['none'],['Soviet discus thrower Faina Melnyk']
ILDEM Elif,Turkey, Swimming,26,Female,"Know me for my abilities, not my disability. [Robert M Hensel]",To win a gold medal at the 2020 Paralympic Games in Tokyo.,Turkish Greco-Roman wrestler Cenk Ildem.,"['know', '-PRON-', 'for', '-PRON-', 'ability', ',', 'not', '-PRON-', 'disability', '.', '[', 'Robert', 'M', 'Hensel', ']']","['to', 'win', 'a', 'gold', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Turkish Greco-Roman wrestler Cenk Ildem']
ILLES Fanni,Hungary, Swimming,29,Female,"Hard work always pays off and no matter how hard the situation, you can always come out of it a winner.",To win a medal at the 2020 Paralympic Games in Tokyo.,"New Zealand Para swimmer Sophie Pascoe, Egyptian footballer Mohamed Salah.","['hard', 'work', 'always', 'pay', 'off', 'and', 'no', 'matter', 'how', 'hard', 'the', 'situation', ',', '-PRON-', 'can', 'always', 'come', 'out', 'of', '-PRON-', 'a', 'winner', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']","['New Zealand Para swimmer Sophie Pascoe', 'Egyptian footballer Mohamed Salah']"
IM Ho Won,Republic of Korea, Wheelchair Tennis,23,Male,none,To win gold at the Asian Games and the Paralympic Games.,"Swiss tennis player Roger Federer, Korean tennis player Chung Hyeon.",['none'],"['to', 'win', 'gold', 'at', 'the', 'Asian', 'Games', 'and', 'the', 'Paralympic', 'Games', '.']","['Swiss tennis player Roger Federer', 'Korean tennis player Chung Hyeon']"
IMAI Koichi,Japan, Canoe Sprint,47,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
IMAI Taiyo,Japan, Badminton,23,Male,none,To win gold at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
IMAI Tomoaki,Japan, Wheelchair Rugby,38,Male,none,To win gold at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
IMAMMUDDIN Muhammad Fadli,Indonesia, Cycling Track,37,Male,No limitation can prevent me from achieving my target.,none,none,"['no', 'limitation', 'can', 'prevent', '-PRON-', 'from', 'achieve', '-PRON-', 'target', '.']",['none'],['none']
IMPELLIZZERI Brian Lionel,Argentina, Athletics,23,Male,Self-improvement.,To win gold at the 2020 Paralympic Games in Tokyo.,Greek long jumper Miltiadis Tentoglou.,"['self', '-', 'improvement', '.']","['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Greek long jumper Miltiadis Tentoglou']
INABA Sho,Japan, Equestrian,26,Male,Always try to be better than yesterday.,To win a medal at the 2020 Paralympic Games in Tokyo.,none,"['always', 'try', 'to', 'be', 'well', 'than', 'yesterday', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
INDRIANI Syuci,Indonesia, Swimming,20,Female,"Do the best, be the best.",To compete at the 2020 Paralympic Games in Tokyo.,"US swimmer Michael Phelps, Indonesian swimmer Glenn Victor Sutanto.","['do', 'the', 'good', ',', 'be', 'the', 'good', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']","['US swimmer Michael Phelps', 'Indonesian swimmer Glenn Victor Sutanto']"
INGRAM Austin,Canada, Athletics,19,Male,none,To win a medal at the 2020 Paralympic Games in Tokyo and a gold medal at the 2024 Games in Paris.,Canadian sprinter Andre De Grasse.,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', 'and', 'a', 'gold', 'medal', 'at', 'the', '2024', 'Games', 'in', 'Paris', '.']",['Canadian sprinter Andre De Grasse']
INNOCENT Nnamdi,Nigeria, Powerlifting,40,Male,"What will be, will be.",none,Iranian Para powerlifter Siamand Rahman.,"['what', 'will', 'be', ',', 'will', 'be', '.']",['none'],['Iranian Para powerlifter Siamand Rahman']
INOUE Mami,Japan, Swimming,22,Female,none,To win a medal at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
INOUE Masachika,Japan, Table Tennis,26,Male,none,none,none,['none'],['none'],['none']
INTANON Atidet,Thailand, Shooting,33,Male,none,none,Thai shooter Jakkrit Panichpatikum.,['none'],['none'],['Thai shooter Jakkrit Panichpatikum']
