name,country,sports,age,gender,philosophy,ambition,hero,philosophy_lemma,ambition_lemma,hero_list
ISAEV Artem,RPC, Swimming,25,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,Russian Para swimmer Dmitrii Bartasinskii.,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Russian Para swimmer Dmitrii Bartasinskii']
ISAKOVA Ziyodakhon,Uzbekistan, Taekwondo,23,Female,none,none,none,['none'],['none'],['none']
ISALDIBIROV Magomedzagir,RPC, Taekwondo,29,Male,none,To win a gold medal at the Paralympic Games.,Russian mixed martial arts fighter Khabib Nurmagomedov.,['none'],"['to', 'win', 'a', 'gold', 'medal', 'at', 'the', 'Paralympic', 'Games', '.']",['Russian mixed martial arts fighter Khabib Nurmagomedov']
ISHCHIULOVA Viktoriia,RPC, Swimming,16,Female,none,none,Russian swimmer Alexander Popov.,['none'],['none'],['Russian swimmer Alexander Popov']
ISHIDA Kakeru,Japan, Athletics,22,Male,none,To set a world record and win gold in the 400m at the 2020 Paralympic Games in Tokyo.,Japanese sprinter Kenji Fujimitsu.,['none'],"['to', 'set', 'a', 'world', 'record', 'and', 'win', 'gold', 'in', 'the', '400', 'm', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Japanese sprinter Kenji Fujimitsu']
ISHITILE Lahja,Namibia, Athletics,24,Female,none,To win a gold medal at the Paralympic Games.,"Zambian athletics coach Michael Hamukwaya, Namibian Para sprinters Johanna Benson and Johannes Nambala.",['none'],"['to', 'win', 'a', 'gold', 'medal', 'at', 'the', 'Paralympic', 'Games', '.']","['Zambian athletics coach Michael Hamukwaya', 'Namibian Para sprinters Johanna Benson and Johannes Nambala']"
ISHIURA Tomomi,Japan, Swimming,33,Female,Endurance makes you stronger.,To win gold at the 2020 Paralympic Games in Tokyo.,Japanese Para swimmer Rina Akiyama.,"['endurance', 'make', '-PRON-', 'strong', '.']","['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Japanese Para swimmer Rina Akiyama']
ISMAIL Fatme,Bulgaria, Athletics,24,Female,none,none,none,['none'],['none'],['none']
ISMAILI ALAOUI Rachid,Morocco, Taekwondo,27,Male,none,none,none,['none'],['none'],['none']
ISRAFILOV Vali,Azerbaijan, Swimming,18,Male,none,To win gold at the 2020 Paralympic Games in Tokyo.,British swimmer Adam Peaty.,['none'],"['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['British swimmer Adam Peaty']
ISSA Alia,Refugee Paralympic Team, Athletics,20,Female,Do not stay inside your homes. Get active. It will give you your independence and a way to be included in society.,"To win a medal at the 2020 Paralympic Games in Tokyo, and to pursue higher education.",none,"['do', 'not', 'stay', 'inside', '-PRON-', 'home', '.', 'get', 'active', '.', '-PRON-', 'will', 'give', '-PRON-', '-PRON-', 'independence', 'and', 'a', 'way', 'to', 'be', 'include', 'in', 'society', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', ',', 'and', 'to', 'pursue', 'high', 'education', '.']",['none']
ISSA Asma,Jordan, Powerlifting,29,Female,Fair play.,none,Jordanian powerlifter [and her husband] Omar Qarada.,"['fair', 'play', '.']",['none'],['Jordanian powerlifter [and her husband] Omar Qarada']
ITO Maki,Japan, Table Tennis,36,Female,none,To compete at the 2020 Paralympic Games in Tokyo.,Japanese table tennis players Sayaka Hirano and Ishikawa Kasumi.,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Japanese table tennis players Sayaka Hirano and Ishikawa Kasumi']
ITO Noriko,Japan, Badminton,45,Female,none,none,none,['none'],['none'],['none']
ITO Tomoya,Japan, Athletics,58,Male,Surpass who you were yesterday.,"To win a medal at the 2020 Paralympic Games in Tokyo, and to compete at the 2024 Games in Paris.",none,"['surpass', 'who', '-PRON-', 'be', 'yesterday', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', ',', 'and', 'to', 'compete', 'at', 'the', '2024', 'Games', 'in', 'Paris', '.']",['none']
IVAN Bence,Hungary, Swimming,21,Male,"Never say never because limits, like fears, are often just an illusion.",To compete at the 2020 Paralympic Games in Tokyo.,US basketball players LeBron James and Stephen Curry.,"['never', 'say', 'never', 'because', 'limit', ',', 'like', 'fear', ',', 'be', 'often', 'just', 'an', 'illusion', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['US basketball players LeBron James and Stephen Curry']
IVAN David,Slovakia, Archery,21,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
IVANOVA Elena,RPC, Athletics,33,Female,none,To compete at the 2020 Paralympic Games in Tokyo.,Jamaican sprinter Usain Bolt.,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Jamaican sprinter Usain Bolt']
IVANOVA Tatiana,RPC, Sitting Volleyball,43,Female,"I love this sport. The more time passes, the more it seems to me to be like chess. You need to watch the way the opponent plays, solve his game combinations, oppose him and sometimes impose your own decisions. This is not just a game of strength, reaction, endurance, but also a mind game.",none,none,"['-PRON-', 'love', 'this', 'sport', '.', 'the', 'more', 'time', 'pass', ',', 'the', 'more', '-PRON-', 'seem', 'to', '-PRON-', 'to', 'be', 'like', 'chess', '.', '-PRON-', 'need', 'to', 'watch', 'the', 'way', 'the', 'opponent', 'play', ',', 'solve', '-PRON-', 'game', 'combination', ',', 'oppose', '-PRON-', 'and', 'sometimes', 'impose', '-PRON-', 'own', 'decision', '.', 'this', 'be', 'not', 'just', 'a', 'game', 'of', 'strength', ',', 'reaction', ',', 'endurance', ',', 'but', 'also', 'a', 'mind', 'game', '.']",['none'],['none']
IVANYTSKA Yuliia,Ukraine, Judo,32,Female,Self perfection.,To win a gold medal at the 2020 Paralympic Games in Tokyo.,none,"['self', 'perfection', '.']","['to', 'win', 'a', 'gold', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
IWABUCHI Koyo,Japan, Table Tennis,26,Male,There are no absolutes.,To win gold at the 2020 Paralympic Games in Tokyo.,Japanese table tennis player Yuya Oshima.,"['there', 'be', 'no', 'absolute', '.']","['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Japanese table tennis player Yuya Oshima']
IWAI Takayoshi,Japan, Wheelchair Basketball,25,Male,none,To win gold at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
IWATA Yuki,Japan, Athletics,22,Male,none,To win a medal at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
IYIAZI Eucharia,Nigeria, Athletics,47,Female,none,none,none,['none'],['none'],['none']
IZOTAU Uladzimir,Belarus, Swimming,32,Male,Don't give up.,To compete at the 2020 Paralympic Games in Tokyo.,none,"['do', 'not', 'give', 'up', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
JABLONSKA Oliwia,Poland, Swimming,24,Female,"Pain is temporary, pride is forever.",To win gold at the 2020 Paralympic Games in Tokyo and to set a world record in the 400m freestyle.,US swimmer Michael Phelps.,"['pain', 'be', 'temporary', ',', 'pride', 'be', 'forever', '.']","['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', 'and', 'to', 'set', 'a', 'world', 'record', 'in', 'the', '400', 'm', 'freestyle', '.']",['US swimmer Michael Phelps']
JABRAYILOV Elmir,Azerbaijan, Athletics,29,Male,none,none,none,['none'],['none'],['none']
JACHIMOWICZ Robert,Poland, Athletics,54,Male,none,none,US boxer Muhammad Ali.,['none'],['none'],['US boxer Muhammad Ali']
JACKSON Juan Faith,Sierra Leone, Athletics,15,Female,none,none,Sierra Leonean Para table tennis player George Wyndham.,['none'],['none'],['Sierra Leonean Para table tennis player George Wyndham']
JACKSON Joe,United States of America, Wheelchair Rugby,31,Male,none,To win a gold medal at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'win', 'a', 'gold', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
JACOBS David,Indonesia, Table Tennis,44,Male,"Don't give up in any situation, keep the spirit up. Never pity yourself and do nothing about it, we must fight.",To win a medal at the 2020 Paralympic Games in Tokyo.,German table tennis player Timo Boll.,"['do', 'not', 'give', 'up', 'in', 'any', 'situation', ',', 'keep', 'the', 'spirit', 'up', '.', 'never', 'pity', '-PRON-', 'and', 'do', 'nothing', 'about', '-PRON-', ',', '-PRON-', 'must', 'fight', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['German table tennis player Timo Boll']
JACQUES Yeltsin,Brazil, Athletics,29,Male,none,To win gold at the 2020 Paralympic Games in Tokyo.,Brazilian marathon runner Vanderlei Cordeiro de Lima.,['none'],"['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Brazilian marathon runner Vanderlei Cordeiro de Lima']
JADHAV Bhagyashri Madhavrao,India, Athletics,36,Female,none,none,none,['none'],['none'],['none']
JADHAV Suyash Narayan,India, Swimming,27,Male,"I have learned from my seniors that swimming is only 2% performance. Discipline, dedication, mentality make up the rest.",To win a medal at the 2020 Paralympic Games in Tokyo.,His father.,"['-PRON-', 'have', 'learn', 'from', '-PRON-', 'senior', 'that', 'swimming', 'be', 'only', '2', '%', 'performance', '.', 'discipline', ',', 'dedication', ',', 'mentality', 'make', 'up', 'the', 'rest', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['His father']
JAFARI ARANGEH Amir,Islamic Republic of Iran, Powerlifting,35,Male,none,To win a medal at the 2020 Paralympic Games in Tokyo.,"Iranian footballer Ali Daei, Iranian freestyle wrestler Gholamreza Takhti.",['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']","['Iranian footballer Ali Daei', 'Iranian freestyle wrestler Gholamreza Takhti']"
JAHEDI Eslam,Islamic Republic of Iran, Canoe Sprint,42,Male,none,To win a medal at the 2020 Paralympic Games in Tokyo.,Iranian freestyle wrestler Gholamreza Takhti.,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Iranian freestyle wrestler Gholamreza Takhti']
JAHODA Patrik,Czech Republic, Cycling Road,28,Male,Just simply have fun by winning everything you can.,To compete at the 2020 Paralympic Games in Tokyo.,none,"['just', 'simply', 'have', 'fun', 'by', 'win', 'everything', '-PRON-', 'can', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
JAI DEEP,India, Powerlifting,31,Male,Sport is life.,To win a medal at the 2020 Paralympic Games in Tokyo.,"Indian hockey player Dhyan Chand, coach Vijay Munishwar.","['Sport', 'be', 'life', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']","['Indian hockey player Dhyan Chand', 'coach Vijay Munishwar']"
JAIME Manuel Ernestro,Angola, Athletics,27,Male,none,none,Angolan athlete Severino Vicente.,['none'],['none'],['Angolan athlete Severino Vicente']
JAION Wijittra,Thailand, Table Tennis,32,Female,Try your best.,none,none,"['try', '-PRON-', 'good', '.']",['none'],['none']
JAKIMCZUK Tomasz,Poland, Table Tennis,43,Male,none,To compete at the 2020 Paralympic Games in Tokyo. It would be the crown of 10 years of hard work.,Danish table tennis player Michael Maze.,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.', '-PRON-', 'would', 'be', 'the', 'crown', 'of', '10', 'year', 'of', 'hard', 'work', '.']",['Danish table tennis player Michael Maze']
JAKOBS Thomas,France, Badminton,30,Male,none,To win a medal at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
JAKSCHOVA Tereza,Czech Republic, Athletics,26,Female,none,To compete at the 2020 Paralympic Games in Tokyo.,Dutch sprinter Dafne Schippers.,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Dutch sprinter Dafne Schippers']
JAMA Abdi,Great Britain, Wheelchair Basketball,38,Male,Give everything you have.,To win a gold medal at the 2020 Paralympic Games.,US boxer Muhammad Ali.,"['give', 'everything', '-PRON-', 'have', '.']","['to', 'win', 'a', 'gold', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', '.']",['US boxer Muhammad Ali']
JAMALI Muhammad Hafiz,Malaysia, Cycling Road,31,Male,none,none,none,['none'],['none'],['none']
JAMES Sheryl,South Africa, Athletics,35,Female,"Go as hard and as fast for as long as you can, and when you fall, get up and go some more.",To compete at the 2020 Paralympic Games in Tokyo.,none,"['go', 'as', 'hard', 'and', 'as', 'fast', 'for', 'as', 'long', 'as', '-PRON-', 'can', ',', 'and', 'when', '-PRON-', 'fall', ',', 'get', 'up', 'and', 'go', 'some', 'more', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
JANA Saysunee,Thailand, Wheelchair Fencing,47,Female,"Why get stressed? When I have stressful moments, I just let them go.","To compete at the Paralympic Games in 2020 and 2024. I want to continue fencing at least for two more Paralympic Games [speaking in 2019], Tokyo [2020] and Paris [2024] and maybe even Los Angeles in 2028. I hope to start a Thai food restaurant with my family [after retiring from the sport]. But first I've got some unfinished business as an athlete.",none,"['why', 'get', 'stress', '?', 'when', '-PRON-', 'have', 'stressful', 'moment', ',', '-PRON-', 'just', 'let', '-PRON-', 'go', '.']","['to', 'compete', 'at', 'the', 'Paralympic', 'Games', 'in', '2020', 'and', '2024', '.', '-PRON-', 'want', 'to', 'continue', 'fence', 'at', 'least', 'for', 'two', 'more', 'Paralympic', 'Games', '[', 'speak', 'in', '2019', ']', ',', 'Tokyo', '[', '2020', ']', 'and', 'Paris', '[', '2024', ']', 'and', 'maybe', 'even', 'Los', 'Angeles', 'in', '2028', '.', '-PRON-', 'hope', 'to', 'start', 'a', 'Thai', 'food', 'restaurant', 'with', '-PRON-', 'family', '[', 'after', 'retire', 'from', 'the', 'sport', ']', '.', 'but', 'first', '-PRON-', 'have', 'get', 'some', 'unfinished', 'business', 'as', 'an', 'athlete', '.']",['none']
JANNERING Louise,Sweden, Cycling Road,24,Female,"I want to become as good as I possibly can be. The day I give up elite sport, I want to feel that I did everything I could to get as far as possible.",To compete at the 2020 Paralympic Games in Tokyo.,none,"['-PRON-', 'want', 'to', 'become', 'as', 'good', 'as', '-PRON-', 'possibly', 'can', 'be', '.', 'the', 'day', '-PRON-', 'give', 'up', 'elite', 'sport', ',', '-PRON-', 'want', 'to', 'feel', 'that', '-PRON-', 'do', 'everything', '-PRON-', 'could', 'to', 'get', 'as', 'far', 'as', 'possible', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
JANNERING Louise,Sweden, Cycling Track,24,Female,"I want to become as good as I possibly can be. The day I give up elite sport, I want to feel that I did everything I could to get as far as possible.",To compete at the 2020 Paralympic Games in Tokyo.,none,"['-PRON-', 'want', 'to', 'become', 'as', 'good', 'as', '-PRON-', 'possibly', 'can', 'be', '.', 'the', 'day', '-PRON-', 'give', 'up', 'elite', 'sport', ',', '-PRON-', 'want', 'to', 'feel', 'that', '-PRON-', 'do', 'everything', '-PRON-', 'could', 'to', 'get', 'as', 'far', 'as', 'possible', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
JANSEN Jennette,Netherlands, Cycling Road,53,Female,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
JARAMILLO GALLARDO Pablo,Spain, Cycling Road,44,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
JARAMILLO GALLARDO Pablo,Spain, Cycling Track,44,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
JARLAN Rodolphe,France, Wheelchair Rugby,32,Male,none,To win a medal at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
JAROSZEWSKI Piotr,Poland, Wheelchair Tennis,55,Male,none,none,Swiss tennis player Roger Federer.,['none'],['none'],['Swiss tennis player Roger Federer']
JARVIS Sharon,Australia, Equestrian,42,Female,"Work hard and if you think you have worked hard, work harder! Don't be afraid to take opportunities, even if they scare the hell out of you, and get comfortable at being uncomfortable.",none,"US animator Walt Disney, German dressage rider Isabel Werth.","['work', 'hard', 'and', 'if', '-PRON-', 'think', '-PRON-', 'have', 'work', 'hard', ',', 'work', 'harder', '!', 'do', 'not', 'be', 'afraid', 'to', 'take', 'opportunity', ',', 'even', 'if', '-PRON-', 'scare', 'the', 'hell', 'out', 'of', '-PRON-', ',', 'and', 'get', 'comfortable', 'at', 'be', 'uncomfortable', '.']",['none'],"['US animator Walt Disney', 'German dressage rider Isabel Werth']"
JASON Braedan,Australia, Swimming,23,Male,"Do not go gentle into that good night. Rage, rage against the dying of the light. [Dylan Thomas]",To compete at the 2020 Paralympic Games in Tokyo.,none,"['do', 'not', 'go', 'gentle', 'into', 'that', 'good', 'night', '.', 'rage', ',', 'rage', 'against', 'the', 'dying', 'of', 'the', 'light', '.', '[', 'Dylan', 'Thomas', ']']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
